candidate_index	selected	final_notch_valid	final_wavelength_eligible	cvae_wavelength_eligible	jointly_eligible	cvae_min_wavelength_nm	cvae_abs_wavelength_error_nm	cvae_min_transmittance	cvae_fwhm_nm	final_min_wavelength_nm	final_wavelength_error_nm	final_abs_wavelength_error_nm	final_min_transmittance	final_baseline_transmittance	final_notch_depth	final_fwhm_nm	valley_penalty_normalized	fwhm_penalty_normalized	quality_score	ideal_to_final_mse	cvae_to_final_mse	R	n_host
1.0000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	4.6619726562e+02	3.8027343750e+00	3.6822076887e-02	2.6343377210e+01	4.6661697388e+02	-3.3830261230e+00	3.3830261230e+00	2.9927402735e-02	9.8735064268e-01	9.5742323995e-01	2.6029689578e+01	inf	inf	inf	2.3466374282e-03	3.8709581713e-04	4.2907509804e+00	1.9632669687e+00
1.1000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	4.7165347290e+02	1.6534729004e+00	8.2997627556e-02	2.9034737215e+01	4.7291259766e+02	2.9125976562e+00	2.9125976562e+00	5.3685694933e-02	9.8517900705e-01	9.3149331212e-01	2.8830824840e+01	inf	inf	inf	2.5739534194e-03	1.3876649609e-04	4.3383893967e+00	1.9742494822e+00
1.2000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	4.6619726562e+02	3.8027343750e+00	8.6288470775e-03	3.3771149676e+01	4.6745639038e+02	-2.5436096191e+00	2.5436096191e+00	8.2914130762e-03	9.8525661230e-01	9.7696519922e-01	3.3107480615e+01	inf	inf	inf	2.6054404187e-03	3.0673405854e-04	4.9957761765e+00	1.9615633488e+00
1.3000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	4.7165347290e+02	1.6534729004e+00	3.4914577007e-01	2.1647622146e+01	4.7165347290e+02	1.6534729004e+00	1.6534729004e+00	2.9203701019e-01	9.8820102215e-01	6.9616401196e-01	1.9632428914e+01	inf	inf	inf	1.1826818648e-02	1.3111022417e-04	3.0693504810e+00	1.9677889347e+00
1.4000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	4.6619726562e+02	3.8027343750e+00	7.1304932237e-02	3.1000332207e+01	4.6661697388e+02	-3.3830261230e+00	3.3830261230e+00	2.1175356582e-02	9.8623347282e-01	9.6505811624e-01	2.8023499066e+01	inf	inf	inf	2.0130160577e-03	5.7930877665e-04	4.4717845917e+00	1.9598969221e+00
1.5000000000e+01	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.6619726562e+02	3.8027343750e+00	5.2212001756e-03	4.0557178323e+01	4.6829580688e+02	-1.7041931152e+00	1.7041931152e+00	4.1629849002e-03	9.8222875595e-01	9.7806577105e-01	3.9465492379e+01	4.1629849002e-02	1.3155164126e+00	6.7857313081e-01	5.4980699711e-03	3.4611875890e-04	5.4886846542e+00	1.9622145891e+00
1.6000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	4.5948190308e+02	1.0518096924e+01	9.0373970568e-02	4.6717646873e+01	4.6745639038e+02	-2.5436096191e+00	2.5436096191e+00	5.5549014360e-03	9.8270851374e-01	9.7715361230e-01	3.6904081706e+01	inf	inf	inf	4.4620583060e-03	1.8531243550e-03	5.2996778488e+00	1.9470369816e+00
1.7000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	4.6619726562e+02	3.8027343750e+00	3.2040927559e-02	2.4736179278e+01	4.6661697388e+02	-3.3830261230e+00	3.3830261230e+00	3.1259842217e-02	9.8706972599e-01	9.5580988377e-01	2.5522646220e+01	inf	inf	inf	2.6381649403e-03	2.1318435029e-04	4.2456665039e+00	1.9598102570e+00
1.8000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	4.6619726562e+02	3.8027343750e+00	5.2560288459e-02	2.7014987068e+01	4.6703668213e+02	-2.9633178711e+00	2.9633178711e+00	3.8525503129e-02	9.8771798611e-01	9.4919248298e-01	2.6249457147e+01	inf	inf	inf	2.1077984648e-03	5.4523919243e-04	4.2744750977e+00	1.9691751003e+00
1.9000000000e+01	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	4.7627029419e+02	6.2702941895e+00	6.5803632140e-02	3.2883681613e+01	4.7165347290e+02	1.6534729004e+00	1.6534729004e+00	3.2903138548e-02	9.8427897692e-01	9.5137583837e-01	3.0999427402e+01	inf	inf	inf	1.8886898793e-03	2.2796545818e-04	4.6010627747e+00	1.9722323418e+00
