wavelength_nm	final_network_transmittance	cst_average_transmittance
4.0659851770e+02	8.5431420803e-01	8.5712794473e-01
4.0701822714e+02	8.5419958830e-01	8.5714702573e-01
4.0743793659e+02	8.5462218523e-01	8.5718422046e-01
4.0785764603e+02	8.5504907370e-01	8.5723999026e-01
4.0827735547e+02	8.5464495420e-01	8.5731478114e-01
4.0869706491e+02	8.5522937775e-01	8.5740920212e-01
4.0911677435e+02	8.5471630096e-01	8.5752444507e-01
4.0953648379e+02	8.5465323925e-01	8.5765998702e-01
4.0995619323e+02	8.5441327095e-01	8.5781616058e-01
4.1037590267e+02	8.5485011339e-01	8.5799325849e-01
4.1079561212e+02	8.5455906391e-01	8.5819152925e-01
4.1121532156e+02	8.5468834639e-01	8.5841247497e-01
4.1163503100e+02	8.5441333055e-01	8.5865506351e-01
4.1205474044e+02	8.5470026731e-01	8.5891929510e-01
4.1247444988e+02	8.5584330559e-01	8.5920517779e-01
4.1289415932e+02	8.5624796152e-01	8.5951292471e-01
4.1331386876e+02	8.5689991713e-01	8.5984335420e-01
4.1373357820e+02	8.5686522722e-01	8.6019499943e-01
4.1415328765e+02	8.5803312063e-01	8.6056752438e-01
4.1457299709e+02	8.5953623056e-01	8.6096049536e-01
4.1499270653e+02	8.5986840725e-01	8.6137451077e-01
4.1541241597e+02	8.6084115505e-01	8.6180802079e-01
4.1583212541e+02	8.6272823811e-01	8.6225984826e-01
4.1625183485e+02	8.6273473501e-01	8.6272902686e-01
4.1667154429e+02	8.6378312111e-01	8.6321521733e-01
4.1709125373e+02	8.6524248123e-01	8.6371657840e-01
4.1751096317e+02	8.6630052328e-01	8.6423107873e-01
4.1793067262e+02	8.6530685425e-01	8.6475698005e-01
4.1835038206e+02	8.6774742603e-01	8.6529277807e-01
4.1877009150e+02	8.6847996712e-01	8.6583558480e-01
4.1918980094e+02	8.6955803633e-01	8.6638272923e-01
4.1960951038e+02	8.6999666691e-01	8.6693162167e-01
4.2002921982e+02	8.7022501230e-01	8.6747919720e-01
4.2044892926e+02	8.7194836140e-01	8.6802283999e-01
4.2086863870e+02	8.7211304903e-01	8.6856074638e-01
4.2128834815e+02	8.7282019854e-01	8.6909206537e-01
4.2170805759e+02	8.7228190899e-01	8.6961930980e-01
4.2212776703e+02	8.7431585789e-01	8.7014995104e-01
4.2254747647e+02	8.7465757132e-01	8.7069758113e-01
4.2296718591e+02	8.7571722269e-01	8.7129286717e-01
4.2338689535e+02	8.7516438961e-01	8.7197126277e-01
4.2380660479e+02	8.7603372335e-01	8.7277680843e-01
4.2422631423e+02	8.7759459019e-01	8.7377294235e-01
4.2464602368e+02	8.7791091204e-01	8.7497690742e-01
4.2506573312e+02	8.7862139940e-01	8.7637153753e-01
4.2548544256e+02	8.7906032801e-01	8.7791401944e-01
4.2590515200e+02	8.8066315651e-01	8.7951398774e-01
4.2632486144e+02	8.8120055199e-01	8.8109761370e-01
4.2674457088e+02	8.8238847256e-01	8.8260913359e-01
4.2716428032e+02	8.8287687302e-01	8.8402217721e-01
4.2758398976e+02	8.8341319561e-01	8.8533867359e-01
4.2800369920e+02	8.8446092606e-01	8.8655935654e-01
4.2842340865e+02	8.8500946760e-01	8.8769935079e-01
4.2884311809e+02	8.8467437029e-01	8.8877462127e-01
4.2926282753e+02	8.8548654318e-01	8.8979088991e-01
4.2968253697e+02	8.8692212105e-01	8.9076017572e-01
4.3010224641e+02	8.8852292299e-01	8.9169040422e-01
4.3052195585e+02	8.8891166449e-01	8.9258218805e-01
4.3094166529e+02	8.8960492611e-01	8.9344241891e-01
4.3136137473e+02	8.9124542475e-01	8.9427310217e-01
4.3178108418e+02	8.9091432095e-01	8.9507243387e-01
4.3220079362e+02	8.9114099741e-01	8.9584457540e-01
4.3262050306e+02	8.9362007380e-01	8.9658789226e-01
4.3304021250e+02	8.9432030916e-01	8.9730151994e-01
4.3345992194e+02	8.9434927702e-01	8.9798735927e-01
4.3387963138e+02	8.9448714256e-01	8.9864116702e-01
4.3429934082e+02	8.9626765251e-01	8.9926476453e-01
4.3471905026e+02	8.9536380768e-01	8.9985713685e-01
4.3513875971e+02	8.9721244574e-01	9.0041454716e-01
4.3555846915e+02	8.9724802971e-01	9.0093991289e-01
4.3597817859e+02	8.9666461945e-01	9.0142837226e-01
4.3639788803e+02	8.9776188135e-01	9.0188116696e-01
4.3681759747e+02	8.9745825529e-01	9.0229764702e-01
4.3723730691e+02	8.9787441492e-01	9.0267355346e-01
4.3765701635e+02	8.9699804783e-01	9.0301273323e-01
4.3807672579e+02	8.9712035656e-01	9.0330892910e-01
4.3849643523e+02	8.9757955074e-01	9.0356542065e-01
4.3891614468e+02	8.9668363333e-01	9.0377976771e-01
4.3933585412e+02	8.9681512117e-01	9.0395007356e-01
4.3975556356e+02	8.9668881893e-01	9.0407932083e-01
4.4017527300e+02	8.9670825005e-01	9.0416040368e-01
4.4059498244e+02	8.9627939463e-01	9.0419989458e-01
4.4101469188e+02	8.9607220888e-01	9.0419104379e-01
4.4143440132e+02	8.9538514614e-01	9.0413785110e-01
4.4185411076e+02	8.9556998014e-01	9.0403759670e-01
4.4227382021e+02	8.9486628771e-01	9.0388995067e-01
4.4269352965e+02	8.9403909445e-01	9.0369665640e-01
4.4311323909e+02	8.9333009720e-01	9.0345330491e-01
4.4353294853e+02	8.9361888170e-01	9.0316580565e-01
4.4395265797e+02	8.9291214943e-01	9.0282600196e-01
4.4437236741e+02	8.9254504442e-01	9.0244251375e-01
4.4479207685e+02	8.9143782854e-01	9.0200707376e-01
4.4521178629e+02	8.9097678661e-01	9.0152699907e-01
4.4563149574e+02	8.9002120495e-01	9.0099644628e-01
4.4605120518e+02	8.9030945301e-01	9.0042017203e-01
4.4647091462e+02	8.8745337725e-01	8.9979487465e-01
4.4689062406e+02	8.8828307390e-01	8.9912318058e-01
4.4731033350e+02	8.8682699203e-01	8.9840386517e-01
4.4773004294e+02	8.8730388880e-01	8.9763787726e-01
4.4814975238e+02	8.8604968786e-01	8.9682558594e-01
4.4856946182e+02	8.8605737686e-01	8.9596672525e-01
4.4898917126e+02	8.8421475887e-01	8.9506276819e-01
4.4940888071e+02	8.8297808170e-01	8.9411269608e-01
4.4982859015e+02	8.8248640299e-01	8.9311860008e-01
4.5024829959e+02	8.8218063116e-01	8.9207916083e-01
4.5066800903e+02	8.7946850061e-01	8.9099661468e-01
4.5108771847e+02	8.7758439779e-01	8.8986977665e-01
4.5150742791e+02	8.7818259001e-01	8.8870057417e-01
4.5192713735e+02	8.7472712994e-01	8.8748837009e-01
4.5234684679e+02	8.7259590626e-01	8.8623435143e-01
4.5276655624e+02	8.7096726894e-01	8.8493881890e-01
4.5318626568e+02	8.6893147230e-01	8.8360181080e-01
4.5360597512e+02	8.6773216724e-01	8.8222493349e-01
4.5402568456e+02	8.6612939835e-01	8.8080668897e-01
4.5444539400e+02	8.6343157291e-01	8.7935033910e-01
4.5486510344e+02	8.6339884996e-01	8.7785247702e-01
4.5528481288e+02	8.6192673445e-01	8.7631835967e-01
4.5570452232e+02	8.5939818621e-01	8.7474230444e-01
4.5612423177e+02	8.5982930660e-01	8.7313173310e-01
4.5654394121e+02	8.5743349791e-01	8.7147882550e-01
4.5696365065e+02	8.5543906689e-01	8.6979163401e-01
4.5738336009e+02	8.5493814945e-01	8.6806410819e-01
4.5780306953e+02	8.5342317820e-01	8.6630099150e-01
4.5822277897e+02	8.5105091333e-01	8.6449952591e-01
4.5864248841e+02	8.4948599339e-01	8.6266077797e-01
4.5906219785e+02	8.4671187401e-01	8.6078565146e-01
4.5948190729e+02	8.4684008360e-01	8.5887110584e-01
4.5990161674e+02	8.4542632103e-01	8.5692215326e-01
4.6032132618e+02	8.4210664034e-01	8.5493112326e-01
4.6074103562e+02	8.4038174152e-01	8.5290544177e-01
4.6116074506e+02	8.3903396130e-01	8.5083891094e-01
4.6158045450e+02	8.3852398396e-01	8.4873466751e-01
4.6200016394e+02	8.3531224728e-01	8.4659137934e-01
4.6241987338e+02	8.3452445269e-01	8.4440634483e-01
4.6283958282e+02	8.3240538836e-01	8.4218413311e-01
4.6325929227e+02	8.2818382978e-01	8.3991537124e-01
4.6367900171e+02	8.2868707180e-01	8.3760775968e-01
4.6409871115e+02	8.2583498955e-01	8.3525519737e-01
4.6451842059e+02	8.2402229309e-01	8.3285800831e-01
4.6493813003e+02	8.2169669867e-01	8.3041771631e-01
4.6535783947e+02	8.1813716888e-01	8.2792585396e-01
4.6577754891e+02	8.1693720818e-01	8.2538944909e-01
4.6619725835e+02	8.1319785118e-01	8.2280051974e-01
4.6661696780e+02	8.1051409245e-01	8.2016016614e-01
4.6703667724e+02	8.0774718523e-01	8.1746935227e-01
4.6745638668e+02	8.0430078506e-01	8.1471732684e-01
4.6787609612e+02	8.0166637897e-01	8.1191207938e-01
4.6829580556e+02	8.0011928082e-01	8.0904504483e-01
4.6871551500e+02	7.9555666447e-01	8.0611457831e-01
4.6913522444e+02	7.9265916348e-01	8.0312412491e-01
4.6955493388e+02	7.8895825148e-01	8.0005854525e-01
4.6997464332e+02	7.8735035658e-01	7.9692632887e-01
4.7039435277e+02	7.8312355280e-01	7.9372194594e-01
4.7081406221e+02	7.8015261889e-01	7.9043473836e-01
4.7123377165e+02	7.7721196413e-01	7.8707262514e-01
4.7165348109e+02	7.7106553316e-01	7.8362294233e-01
4.7207319053e+02	7.6859033108e-01	7.8008332661e-01
4.7249289997e+02	7.6370680332e-01	7.7645768487e-01
4.7291260941e+02	7.5866913795e-01	7.7272671433e-01
4.7333231885e+02	7.5449436903e-01	7.6889688310e-01
4.7375202830e+02	7.5017452240e-01	7.6496787951e-01
4.7417173774e+02	7.4542021751e-01	7.6091330253e-01
4.7459144718e+02	7.4098598957e-01	7.5674872518e-01
4.7501115662e+02	7.3726850748e-01	7.5246653370e-01
4.7543086606e+02	7.3068475723e-01	7.4804204174e-01
4.7585057550e+02	7.2640639544e-01	7.4349066501e-01
4.7627028494e+02	7.2357881069e-01	7.3880107399e-01
4.7668999438e+02	7.1857959032e-01	7.3394930161e-01
4.7710970383e+02	7.1287244558e-01	7.2895075395e-01
4.7752941327e+02	7.0635008812e-01	7.2379186696e-01
4.7794912271e+02	7.0175421238e-01	7.1844635103e-01
4.7836883215e+02	6.9715219736e-01	7.1293123347e-01
4.7878854159e+02	6.9108664989e-01	7.0723275025e-01
4.7920825103e+02	6.8544000387e-01	7.0131764799e-01
4.7962796047e+02	6.7933970690e-01	6.9520705170e-01
4.8004766991e+02	6.7097407579e-01	6.8889015973e-01
4.8046737935e+02	6.6348981857e-01	6.8232004832e-01
4.8088708880e+02	6.5613889694e-01	6.7552552750e-01
4.8130679824e+02	6.4936745167e-01	6.6849730515e-01
4.8172650768e+02	6.4024972916e-01	6.6118371227e-01
4.8214621712e+02	6.3149064779e-01	6.5360807402e-01
4.8256592656e+02	6.2341707945e-01	6.4576646267e-01
4.8298563600e+02	6.1272406578e-01	6.3761590538e-01
4.8340534544e+02	6.0366582870e-01	6.2915537470e-01
4.8382505488e+02	5.9307181835e-01	6.2039520021e-01
4.8424476433e+02	5.8130592108e-01	6.1130948573e-01
4.8466447377e+02	5.7240134478e-01	6.0185808622e-01
4.8508418321e+02	5.6172019243e-01	5.9207400967e-01
4.8550389265e+02	5.4842346907e-01	5.8194782025e-01
4.8592360209e+02	5.3276568651e-01	5.7141607169e-01
4.8634331153e+02	5.2092564106e-01	5.6051189170e-01
4.8676302097e+02	5.1022517681e-01	5.4923896475e-01
4.8718273041e+02	4.9614438415e-01	5.3757035171e-01
4.8760243986e+02	4.8169529438e-01	5.2547421029e-01
4.8802214930e+02	4.6814051270e-01	5.1299486994e-01
4.8844185874e+02	4.5349377394e-01	5.0013169290e-01
4.8886156818e+02	4.3743458390e-01	4.8684127866e-01
4.8928127762e+02	4.2262017727e-01	4.7315379289e-01
4.8970098706e+02	4.0650501847e-01	4.5909961032e-01
4.9012069650e+02	3.9178660512e-01	4.4469127729e-01
4.9054040594e+02	3.7482646108e-01	4.2989435967e-01
4.9096011538e+02	3.5775518417e-01	4.1478664349e-01
4.9137982483e+02	3.4260046482e-01	3.9940083980e-01
4.9179953427e+02	3.2561677694e-01	3.8376990843e-01
4.9221924371e+02	3.0929967761e-01	3.6791845203e-01
4.9263895315e+02	2.9599988461e-01	3.5193685428e-01
4.9305866259e+02	2.8295984864e-01	3.3588995337e-01
4.9347837203e+02	2.7111381292e-01	3.1985724569e-01
4.9389808147e+02	2.5501608849e-01	3.0396862136e-01
4.9431779091e+02	2.4918287992e-01	2.8836094884e-01
4.9473750036e+02	2.3715339601e-01	2.7326416980e-01
4.9515720980e+02	2.2878916562e-01	2.5906631146e-01
4.9557691924e+02	2.2385571897e-01	2.4549690124e-01
4.9599662868e+02	2.1934726834e-01	2.3129966196e-01
4.9641633812e+02	2.1761669219e-01	2.1789302439e-01
4.9683604756e+02	2.1848686039e-01	2.0591919205e-01
4.9725575700e+02	2.2166156769e-01	1.9552916324e-01
4.9767546644e+02	2.2572214901e-01	1.8670688762e-01
4.9809517589e+02	2.3029822111e-01	1.7953037208e-01
4.9851488533e+02	2.3902861774e-01	1.7421265509e-01
4.9893459477e+02	2.4866734445e-01	1.7115616903e-01
4.9935430421e+02	2.5775554776e-01	1.7110930558e-01
4.9977401365e+02	2.7126353979e-01	1.7466011546e-01
5.0019372309e+02	2.8268560767e-01	1.8255576625e-01
5.0061343253e+02	2.9458996654e-01	1.9057235386e-01
5.0103314197e+02	3.0842009187e-01	1.9330433984e-01
5.0145285141e+02	3.2442981005e-01	1.9927843020e-01
5.0187256086e+02	3.3652573824e-01	2.0981394361e-01
5.0229227030e+02	3.5064384341e-01	2.2349474259e-01
5.0271197974e+02	3.6635151505e-01	2.3949491994e-01
5.0313168918e+02	3.8022723794e-01	2.5749651668e-01
5.0355139862e+02	3.9451318979e-01	2.7697881436e-01
5.0397110806e+02	4.0614798665e-01	2.9757562441e-01
5.0439081750e+02	4.2502474785e-01	3.1900090178e-01
5.0481052694e+02	4.3832015991e-01	3.4098161993e-01
5.0523023639e+02	4.5126819611e-01	3.6326519267e-01
5.0564994583e+02	4.6508052945e-01	3.8557124330e-01
5.0606965527e+02	4.7975289822e-01	4.0768314354e-01
5.0648936471e+02	4.9268949032e-01	4.2942500943e-01
5.0690907415e+02	5.0489783287e-01	4.5064974761e-01
5.0732878359e+02	5.1950764656e-01	4.7121624648e-01
5.0774849303e+02	5.3318613768e-01	4.9097280835e-01
5.0816820247e+02	5.4588639736e-01	5.0992782390e-01
5.0858791192e+02	5.5807369947e-01	5.2804408100e-01
5.0900762136e+02	5.7148033381e-01	5.4530257119e-01
5.0942733080e+02	5.8310669661e-01	5.6169932388e-01
5.0984704024e+02	5.9388053417e-01	5.7718992547e-01
5.1026674968e+02	6.1129945517e-01	5.9179580009e-01
5.1068645912e+02	6.2401247025e-01	6.0559627250e-01
5.1110616856e+02	6.3512444496e-01	6.1862057581e-01
5.1152587800e+02	6.4594286680e-01	6.3090024503e-01
5.1194558744e+02	6.5957385302e-01	6.4246783928e-01
5.1236529689e+02	6.7011237144e-01	6.5332813416e-01
5.1278500633e+02	6.7920571566e-01	6.6349649779e-01
5.1320471577e+02	6.9038933516e-01	6.7305470796e-01
5.1362442521e+02	6.9818723202e-01	6.8203140388e-01
5.1404413465e+02	7.0770716667e-01	6.9045345207e-01
5.1446384409e+02	7.1736127138e-01	6.9834586261e-01
5.1488355353e+02	7.2281587124e-01	7.0573176336e-01
5.1530326297e+02	7.2932314873e-01	7.1259432219e-01
5.1572297242e+02	7.3574340343e-01	7.1898049630e-01
5.1614268186e+02	7.4212408066e-01	7.2492185410e-01
5.1656239130e+02	7.4430173635e-01	7.3043362438e-01
5.1698210074e+02	7.5081497431e-01	7.3552913439e-01
5.1740181018e+02	7.5456631184e-01	7.4021962057e-01
5.1782151962e+02	7.5984472036e-01	7.4451382465e-01
5.1824122906e+02	7.6136010885e-01	7.4839770549e-01
5.1866093850e+02	7.6540887356e-01	7.5186910216e-01
5.1908064795e+02	7.6784235239e-01	7.5493640910e-01
5.1950035739e+02	7.7079427242e-01	7.5756255946e-01
5.1992006683e+02	7.7391403913e-01	7.5965335565e-01
5.2033977627e+02	7.7453380823e-01	7.6105306332e-01
5.2075948571e+02	7.7695912123e-01	7.6283688345e-01
5.2117919515e+02	7.8015065193e-01	7.6667709299e-01
5.2159890459e+02	7.8096133471e-01	7.6864499986e-01
5.2201861403e+02	7.8174948692e-01	7.6949075745e-01
5.2243832347e+02	7.8206181526e-01	7.6994924820e-01
5.2285803292e+02	7.8238469362e-01	7.7009787567e-01
5.2327774236e+02	7.8197109699e-01	7.6994155362e-01
5.2369745180e+02	7.8351873159e-01	7.6947488011e-01
5.2411716124e+02	7.8332126141e-01	7.6869120581e-01
5.2453687068e+02	7.8413784504e-01	7.6758380543e-01
5.2495658012e+02	7.8316015005e-01	7.6614579714e-01
5.2537628956e+02	7.8160250187e-01	7.6436482977e-01
5.2579599900e+02	7.7951931953e-01	7.6221386317e-01
5.2621570845e+02	7.8023910522e-01	7.5970764295e-01
5.2663541789e+02	7.7832263708e-01	7.5683673337e-01
5.2705512733e+02	7.7587783337e-01	7.5359086070e-01
5.2747483677e+02	7.7360099554e-01	7.4995888371e-01
5.2789454621e+02	7.7043646574e-01	7.4592878071e-01
5.2831425565e+02	7.6608943939e-01	7.4148765190e-01
5.2873396509e+02	7.6317822933e-01	7.3662173680e-01
5.2915367453e+02	7.5946027040e-01	7.3131644810e-01
5.2957338398e+02	7.5404798985e-01	7.2555642376e-01
5.2999309342e+02	7.4841898680e-01	7.1932116260e-01
5.3041280286e+02	7.4256527424e-01	7.1256793230e-01
5.3083251230e+02	7.3622655869e-01	7.0530840462e-01
5.3125222174e+02	7.3172295094e-01	6.9752514270e-01
5.3167193118e+02	7.2616744041e-01	6.8920063721e-01
5.3209164062e+02	7.1816092730e-01	6.8031755406e-01
5.3251135006e+02	7.0860296488e-01	6.7085903110e-01
5.3293105950e+02	7.0158708096e-01	6.6080902885e-01
5.3335076895e+02	6.9613689184e-01	6.5015274034e-01
5.3377047839e+02	6.8585795164e-01	6.3887706459e-01
5.3419018783e+02	6.7572760582e-01	6.2697114685e-01
5.3460989727e+02	6.6558527946e-01	6.1442698757e-01
5.3502960671e+02	6.5680098534e-01	6.0124011913e-01
5.3544931615e+02	6.4333409071e-01	5.8741034715e-01
5.3586902559e+02	6.3290643692e-01	5.7294254858e-01
5.3628873503e+02	6.1956161261e-01	5.5783011489e-01
5.3670844448e+02	6.0528367758e-01	5.4209718803e-01
5.3712815392e+02	5.9156465530e-01	5.2578387929e-01
5.3754786336e+02	5.7885283232e-01	5.0892504826e-01
5.3796757280e+02	5.6175613403e-01	4.9156487750e-01
5.3838728224e+02	5.4670542479e-01	4.7375749291e-01
5.3880699168e+02	5.2825343609e-01	4.5556740721e-01
5.3922670112e+02	5.1528060436e-01	4.3706973021e-01
5.3964641056e+02	4.9850991368e-01	4.1835008839e-01
5.4006612001e+02	4.7849270701e-01	3.9950419890e-01
5.4048582945e+02	4.6473756433e-01	3.8063705087e-01
5.4090553889e+02	4.5003512502e-01	3.6186165938e-01
5.4132524833e+02	4.3330714107e-01	3.4329737664e-01
5.4174495777e+02	4.2123526335e-01	3.2506776995e-01
5.4216466721e+02	4.0418276191e-01	3.0729810605e-01
5.4258437665e+02	3.9212650061e-01	2.9011251627e-01
5.4300408609e+02	3.7606540322e-01	2.7363095322e-01
5.4342379553e+02	3.6457207799e-01	2.5796608480e-01
5.4384350498e+02	3.5322970152e-01	2.4322030260e-01
5.4426321442e+02	3.4048348665e-01	2.2948304318e-01
5.4468292386e+02	3.3084446192e-01	2.1682863028e-01
5.4510263330e+02	3.2112362981e-01	2.0531483922e-01
5.4552234274e+02	3.1178751588e-01	1.9498235877e-01
5.4594205218e+02	3.0023872852e-01	1.8585527990e-01
5.4636176162e+02	2.9330772161e-01	1.7794267498e-01
5.4678147106e+02	2.8437653184e-01	1.7124124549e-01
5.4720118051e+02	2.7447950840e-01	1.6573891625e-01
5.4762088995e+02	2.6652330160e-01	1.6141914161e-01
5.4804059939e+02	2.5639882684e-01	1.5826557369e-01
5.4846030883e+02	2.5154265761e-01	1.5626663483e-01
5.4888001827e+02	2.4454914033e-01	1.5541945278e-01
5.4929972771e+02	2.3609475791e-01	1.5573258110e-01
5.4971943715e+02	2.3104937375e-01	1.5722696268e-01
5.5013914659e+02	2.2440499067e-01	1.5993472499e-01
5.5055885604e+02	2.2159734368e-01	1.6389562922e-01
5.5097856548e+02	2.1615155041e-01	1.6915131760e-01
5.5139827492e+02	2.1107541025e-01	1.7573786972e-01
5.5181798436e+02	2.0840714872e-01	1.8367751900e-01
5.5223769380e+02	2.0659272373e-01	1.9297061669e-01
5.5265740324e+02	2.0522941649e-01	2.0358899755e-01
5.5307711268e+02	2.0308493078e-01	2.1547176790e-01
5.5349682212e+02	2.0322185755e-01	2.2852421488e-01
5.5391653156e+02	2.0392788947e-01	2.4262007789e-01
5.5433624101e+02	2.0730462670e-01	2.5760691244e-01
5.5475595045e+02	2.1028327942e-01	2.7331381176e-01
5.5517565989e+02	2.1691600978e-01	2.8956043054e-01
5.5559536933e+02	2.2075955570e-01	3.0616614409e-01
5.5601507877e+02	2.2843663394e-01	3.2295828966e-01
5.5643478821e+02	2.3948998749e-01	3.3977872687e-01
5.5685449765e+02	2.4766071141e-01	3.5648832994e-01
5.5727420709e+02	2.6190707088e-01	3.7296938748e-01
5.5769391654e+02	2.7112078667e-01	3.8912616235e-01
5.5811362598e+02	2.8574922681e-01	4.0488402201e-01
5.5853333542e+02	2.9947742820e-01	4.2018759679e-01
5.5895304486e+02	3.1740584970e-01	4.3499838783e-01
5.5937275430e+02	3.3122554421e-01	4.4929216621e-01
5.5979246374e+02	3.4965530038e-01	4.6305640919e-01
5.6021217318e+02	3.6466830969e-01	4.7628793038e-01
5.6063188262e+02	3.8149812818e-01	4.8899078812e-01
5.6105159207e+02	3.9738523960e-01	5.0117450325e-01
5.6147130151e+02	4.1302326322e-01	5.1285258259e-01
5.6189101095e+02	4.2880222201e-01	5.2404132369e-01
5.6231072039e+02	4.4490239024e-01	5.3475886669e-01
5.6273042983e+02	4.5851835608e-01	5.4502445557e-01
5.6315013927e+02	4.7426897287e-01	5.5485787285e-01
5.6356984871e+02	4.8364245892e-01	5.6427901442e-01
5.6398955815e+02	4.9709922075e-01	5.7330757641e-01
5.6440926759e+02	5.0949031115e-01	5.8196282987e-01
5.6482897704e+02	5.2202028036e-01	5.9026346369e-01
5.6524868648e+02	5.3093081713e-01	5.9822747990e-01
5.6566839592e+02	5.4150772095e-01	6.0587212875e-01
5.6608810536e+02	5.5053162575e-01	6.1321387362e-01
5.6650781480e+02	5.6055128574e-01	6.2026129325e-01
5.6692752424e+02	5.6888127327e-01	6.2702798944e-01
5.6734723368e+02	5.7879579067e-01	6.3353762786e-01
5.6776694312e+02	5.8634465933e-01	6.3980346084e-01
5.6818665257e+02	5.9569656849e-01	6.4583800907e-01
5.6860636201e+02	6.0393208265e-01	6.5165309415e-01
5.6902607145e+02	6.1107885838e-01	6.5725987264e-01
5.6944578089e+02	6.1979198456e-01	6.6266887052e-01
5.6986549033e+02	6.2258321047e-01	6.6789001747e-01
5.7028519977e+02	6.3226717710e-01	6.7293268039e-01
5.7070490921e+02	6.3826972246e-01	6.7780569590e-01
5.7112461865e+02	6.4454472065e-01	6.8251740152e-01
5.7154432810e+02	6.5194845200e-01	6.8707566544e-01
5.7196403754e+02	6.5683716536e-01	6.9148791475e-01
5.7238374698e+02	6.6249525547e-01	6.9576116224e-01
5.7280345642e+02	6.7004311085e-01	6.9990203153e-01
5.7322316586e+02	6.7466557026e-01	7.0390753810e-01
5.7364287530e+02	6.7780345678e-01	7.0779222643e-01
5.7406258474e+02	6.8362766504e-01	7.1156307699e-01
