wavelength_nm	final_result_transmittance	cst_average_transmittance
5.3460989727e+02	7.6448635218e-01	7.7242779732e-01
5.3502960671e+02	7.6513534293e-01	7.7240788937e-01
5.3544931615e+02	7.6469322658e-01	7.7238595486e-01
5.3586902559e+02	7.6488588957e-01	7.7236195405e-01
5.3628873503e+02	7.6412139422e-01	7.7233574788e-01
5.3670844448e+02	7.6523526045e-01	7.7230729659e-01
5.3712815392e+02	7.6591357351e-01	7.7227660020e-01
5.3754786336e+02	7.6460026183e-01	7.7224361897e-01
5.3796757280e+02	7.6618283338e-01	7.7220825354e-01
5.3838728224e+02	7.6750576424e-01	7.7217046420e-01
5.3880699168e+02	7.6748442727e-01	7.7213021119e-01
5.3922670112e+02	7.5688185982e-01	7.7208739519e-01
5.3964641056e+02	7.6058269203e-01	7.7204201619e-01
5.4006612001e+02	7.6164237710e-01	7.7199397484e-01
5.4048582945e+02	7.6121337284e-01	7.7194319169e-01
5.4090553889e+02	7.6236631289e-01	7.7188964685e-01
5.4132524833e+02	7.6154734269e-01	7.7183326085e-01
5.4174495777e+02	7.6219314974e-01	7.7177391450e-01
5.4216466721e+02	7.6125003174e-01	7.7171160777e-01
5.4258437665e+02	7.6130391134e-01	7.7164622148e-01
5.4300408609e+02	7.6145970700e-01	7.7157765627e-01
5.4342379553e+02	7.6139096438e-01	7.7150589228e-01
5.4384350498e+02	7.6198017473e-01	7.7143077056e-01
5.4426321442e+02	7.6256986188e-01	7.7135225137e-01
5.4468292386e+02	7.6209622670e-01	7.7127019564e-01
5.4510263330e+02	7.6223038737e-01	7.7118452390e-01
5.4552234274e+02	7.6229000502e-01	7.7109511693e-01
5.4594205218e+02	7.6273498220e-01	7.7100183566e-01
5.4636176162e+02	7.6215118260e-01	7.7090460062e-01
5.4678147106e+02	7.6221155788e-01	7.7080321312e-01
5.4720118051e+02	7.6364463369e-01	7.7069759369e-01
5.4762088995e+02	7.6354778291e-01	7.7058754365e-01
5.4804059939e+02	7.6260542645e-01	7.7047294378e-01
