case_index	case_tag	target_low_nm	target_high_nm	candidate_index	condition_order_code	valid	peak1_wavelength_nm	peak2_wavelength_nm	peak1_signed_error_nm	peak2_signed_error_nm	maximum_absolute_error_nm	peak1_transmittance	peak2_transmittance	worst_valley_transmittance	peak1_fwhm_nm	peak2_fwhm_nm	widest_fwhm_nm	peak1_prominence	peak2_prominence	minimum_prominence	valley_transmittance_imbalance	peak1_fwhm_to_ideal_ratio	peak2_fwhm_to_ideal_ratio	shape_gate_passed	shape_minimax_score	inside_position_window	selected
15	454_574	4.5400000000e+02	5.7400000000e+02	10	1	1	4.5948190729e+02	5.7070490921e+02	5.4819072947e+00	-3.2950907873e+00	5.4819072947e+00	5.0929743797e-02	2.5619251654e-02	5.0929743797e-02	2.6188819005e+01	3.6834505050e+01	3.6834505050e+01	8.3005027100e-01	8.8193150051e-01	8.3005027100e-01	2.5310492143e-02	8.9882574089e-01	1.3570051781e+00	1	1.0200147947e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	11	1	1	4.5864248841e+02	5.6902607145e+02	4.6424884123e+00	-4.9739285521e+00	4.9739285521e+00	3.8479605317e-01	5.1250749826e-01	5.1250749826e-01	1.2848372696e+01	2.9454483989e+01	2.9454483989e+01	5.6659820676e-01	4.0565067530e-01	4.0565067530e-01	1.2771144509e-01	4.4096864794e-01	1.0851207920e+00	0	2.5625374913e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	12	1	1	4.5906219785e+02	5.7070490921e+02	5.0621978535e+00	-3.2950907873e+00	5.0621978535e+00	7.1127966046e-02	1.0205529630e-01	1.0205529630e-01	2.4416999283e+01	3.4427594687e+01	3.4427594687e+01	8.4118734300e-01	7.9680468142e-01	7.9680468142e-01	3.0927330256e-02	8.3801516465e-01	1.2683331620e+00	1	7.6666617721e-01	1	1
15	454_574	4.5400000000e+02	5.7400000000e+02	13	1	1	4.5864248841e+02	5.6902607145e+02	4.6424884123e+00	-4.9739285521e+00	4.9739285521e+00	3.9025500417e-01	5.3080964088e-01	5.3080964088e-01	1.2802932520e+01	2.9967277344e+01	2.9967277344e+01	5.6133875251e-01	3.8713181019e-01	3.8713181019e-01	1.4055463672e-01	4.3940909689e-01	1.1040124056e+00	0	2.6540482044e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	14	1	1	4.5864248841e+02	5.6902607145e+02	4.6424884123e+00	-4.9739285521e+00	4.9739285521e+00	1.7786414921e-01	1.8457806110e-01	1.8457806110e-01	1.7366301810e+01	2.5828247910e+01	2.5828247910e+01	7.6121900976e-01	7.3048061132e-01	7.3048061132e-01	6.7139118910e-03	5.9602836950e-01	9.5152808783e-01	1	1.1542046586e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	15	1	1	4.5906219785e+02	5.7070490921e+02	5.0621978535e+00	-3.2950907873e+00	5.0621978535e+00	8.2740537822e-02	1.2266678363e-01	1.2266678363e-01	2.3021100759e+01	3.4744530093e+01	3.4744530093e+01	8.3852691203e-01	7.7784060687e-01	7.7784060687e-01	3.9926245809e-02	7.9010656957e-01	1.2800092518e+00	1	8.0002643361e-01	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	16	1	1	4.5990161674e+02	5.7322316586e+02	5.9016167359e+00	-7.7683414013e-01	5.9016167359e+00	4.5523826033e-02	7.0291727781e-02	7.0291727781e-02	2.9356773812e+01	4.1356414072e+01	4.1356414072e+01	8.4859114513e-01	8.1034949422e-01	8.1034949422e-01	2.4767901748e-02	1.0075530312e+00	1.5235950088e+00	0	1.4959857394e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	17	1	1	4.5948190729e+02	5.7154432810e+02	5.4819072947e+00	-2.4556719049e+00	5.4819072947e+00	5.2748650312e-02	7.5762897730e-02	7.5762897730e-02	2.7012084648e+01	3.8037183617e+01	3.8037183617e+01	8.4317258000e-01	8.1772163510e-01	8.1772163510e-01	2.3014247417e-02	9.2708101848e-01	1.4013125753e+00	1	1.1466073579e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	18	1	1	4.5864248841e+02	5.6902607145e+02	4.6424884123e+00	-4.9739285521e+00	4.9739285521e+00	2.0200389624e-01	2.2142882645e-01	2.2142882645e-01	1.6376714460e+01	2.4503114751e+01	2.4503114751e+01	7.4011278152e-01	6.9564376771e-01	6.9564376771e-01	1.9424930215e-02	5.6206476912e-01	9.0270939034e-01	1	1.2512435168e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	19	1	1	4.5864248841e+02	5.6902607145e+02	4.6424884123e+00	-4.9739285521e+00	4.9739285521e+00	1.8363605440e-01	1.9552487135e-01	1.9552487135e-01	1.7078831932e+01	2.5391318630e+01	2.5391318630e+01	7.5675518811e-01	7.2027665377e-01	7.2027665377e-01	1.1888816953e-02	5.8616212368e-01	9.3543135206e-01	1	1.1823939323e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	0	0	1	5.2075948571e+02	5.5139827492e+02	4.7594857099e+00	-4.6017250825e+00	4.7594857099e+00	1.7727802694e-01	1.4167109132e-01	1.7727802694e-01	1.1423324157e+01	5.4570303386e+01	5.4570303386e+01	3.5686321557e-01	8.3383646607e-01	3.5686321557e-01	3.5606935620e-02	6.8074375395e-01	7.6217350872e-01	1	1.4010970540e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	1	0	1	5.2033977627e+02	5.5013914659e+02	4.3397762687e+00	-5.8608534061e+00	5.8608534061e+00	4.4336548448e-01	4.2843437195e-01	4.4336548448e-01	1.0066294540e+01	2.0063201169e+01	2.0063201169e+01	3.2250073552e-01	5.5294466019e-01	3.2250073552e-01	1.4931112528e-02	5.9987504859e-01	2.8021908405e-01	0	2.2168274224e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	2	0	1	5.2159890459e+02	5.5139827492e+02	5.5989045923e+00	-4.6017250825e+00	5.5989045923e+00	1.1664869636e-01	7.0173464715e-02	1.1664869636e-01	1.1413123072e+01	6.0946095941e+01	6.0946095941e+01	2.6288873702e-01	9.0540567786e-01	2.6288873702e-01	4.6475231647e-02	6.8013584642e-01	8.5122304448e-01	0	1.9019453084e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	3	0	1	5.2033977627e+02	5.5013914659e+02	4.3397762687e+00	-5.8608534061e+00	5.8608534061e+00	4.4624850154e-01	4.3010625243e-01	4.4624850154e-01	1.0080307850e+01	1.9934110027e+01	1.9934110027e+01	3.2208403945e-01	5.5124786496e-01	3.2208403945e-01	1.6142249107e-02	6.0071013591e-01	2.7841609153e-01	0	2.2312425077e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	4	0	1	5.2033977627e+02	5.5139827492e+02	4.3397762687e+00	-4.6017250825e+00	4.6017250825e+00	2.4339178205e-01	2.2858478129e-01	2.4339178205e-01	1.1155824647e+01	2.5455703074e+01	2.5455703074e+01	3.8981923461e-01	7.4992124736e-01	3.8981923461e-01	1.4807000756e-02	6.6480280561e-01	3.5553517802e-01	0	1.8413280628e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	5	0	1	5.2075948571e+02	5.5139827492e+02	4.7594857099e+00	-4.6017250825e+00	4.7594857099e+00	1.8902109563e-01	1.1268670112e-01	1.8902109563e-01	1.1456379436e+01	5.8089449165e+01	5.8089449165e+01	3.1391842663e-01	8.6182855815e-01	3.1391842663e-01	7.6334394515e-02	6.8271359867e-01	8.1132477817e-01	1	1.5927704702e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	6	0	1	5.2243832347e+02	5.5307711268e+02	6.4383234747e+00	-2.9228873177e+00	6.4383234747e+00	3.3275865018e-02	2.1030738950e-02	3.3275865018e-02	1.3086182728e+01	6.8030868408e+01	6.8030868408e+01	1.6191025823e-01	9.4383554161e-01	1.6191025823e-01	1.2245126069e-02	7.7983755282e-01	9.5017477380e-01	0	3.0881304585e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	7	0	1	5.2243832347e+02	5.5223769380e+02	6.4383234747e+00	-3.7623062001e+00	6.4383234747e+00	4.6990267932e-02	3.2487250865e-02	4.6990267932e-02	1.2624444077e+01	6.5392953787e+01	6.5392953787e+01	1.9605394453e-01	9.3698289245e-01	1.9605394453e-01	1.4503017068e-02	7.5232142016e-01	9.1333149975e-01	0	2.5503184912e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	8	0	1	5.2033977627e+02	5.5097856548e+02	4.3397762687e+00	-5.0214345237e+00	5.0214345237e+00	2.9080182314e-01	2.8916984797e-01	2.9080182314e-01	1.0797653622e+01	2.4257537459e+01	2.4257537459e+01	3.7531423569e-01	6.9034028053e-01	3.7531423569e-01	1.6319751740e-03	6.4345852045e-01	3.3880061665e-01	0	1.8891410953e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	9	0	1	5.2033977627e+02	5.5097856548e+02	4.3397762687e+00	-5.0214345237e+00	5.0214345237e+00	2.5513985753e-01	2.4398297071e-01	2.5513985753e-01	1.1057372544e+01	2.5066814679e+01	2.5066814679e+01	3.8657924533e-01	7.3480749130e-01	3.8657924533e-01	1.1156886816e-02	6.5893580462e-01	3.5010364449e-01	0	1.8568467300e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	10	1	1	5.2159890459e+02	5.5181798436e+02	5.5989045923e+00	-4.1820156413e+00	5.5989045923e+00	7.2368927300e-02	5.6117262691e-02	7.2368927300e-02	1.2190183735e+01	6.1703409834e+01	6.1703409834e+01	2.4509417266e-01	9.1741058603e-01	2.4509417266e-01	1.6251664609e-02	7.2644278699e-01	8.6180030998e-01	0	2.0400321827e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	11	1	1	5.2033977627e+02	5.5097856548e+02	4.3397762687e+00	-5.0214345237e+00	5.0214345237e+00	2.7358546853e-01	2.5546768308e-01	2.7358546853e-01	1.0928174478e+01	2.4442793946e+01	2.4442793946e+01	3.7938472629e-01	7.2338613868e-01	3.7938472629e-01	1.8117785454e-02	6.5123657665e-01	3.4138806033e-01	0	1.8817483991e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	12	1	1	5.0648936471e+02	5.5223769380e+02	-9.5106352909e+00	-3.7623062001e+00	9.5106352909e+00	1.5912218392e-01	3.8813043386e-02	1.5912218392e-01	1.1662980985e+01	7.4752523848e+01	7.4752523848e+01	1.8456725776e-01	9.2950243875e-01	1.8456725776e-01	1.2030914053e-01	6.9502548900e-01	1.0440549136e+00	0	2.7090395451e+00	0	0
16	516_556	5.1600000000e+02	5.5600000000e+02	13	1	1	5.2033977627e+02	5.5097856548e+02	4.3397762687e+00	-5.0214345237e+00	5.0214345237e+00	2.6893663406e-01	2.5271561742e-01	2.6893663406e-01	1.0933425591e+01	2.4626306374e+01	2.4626306374e+01	3.8050663471e-01	7.2602537274e-01	3.8050663471e-01	1.6221016645e-02	6.5154950332e-01	3.4395114506e-01	0	1.8744252998e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	14	1	1	5.0606965527e+02	5.5139827492e+02	-9.9303447321e+00	-4.6017250825e+00	9.9303447321e+00	2.6814123988e-01	1.0974843800e-01	2.6814123988e-01	2.0596491518e+01	3.2893896920e+01	3.2893896920e+01	2.8876194358e-01	8.6266104877e-01	2.8876194358e-01	1.5839280188e-01	1.2273951751e+00	4.5942307951e-01	0	1.7315301102e+00	0	0
16	516_556	5.1600000000e+02	5.5600000000e+02	15	1	1	5.2159890459e+02	5.5181798436e+02	5.5989045923e+00	-4.1820156413e+00	5.5989045923e+00	6.7104242742e-02	4.9467090517e-02	6.7104242742e-02	1.2226264418e+01	6.3170732048e+01	6.3170732048e+01	2.3021868616e-01	9.2400878295e-01	2.3021868616e-01	1.7637152225e-02	7.2859292293e-01	8.8229413264e-01	0	2.1718480299e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	16	1	1	5.2243832347e+02	5.5265740324e+02	6.4383234747e+00	-3.3425967589e+00	6.4383234747e+00	3.6290522665e-02	2.3184156045e-02	3.6290522665e-02	1.2982348277e+01	6.7753865025e+01	6.7753865025e+01	1.6874868050e-01	9.4296070375e-01	1.6874868050e-01	1.3106366619e-02	7.7364980458e-01	9.4630591790e-01	0	2.9629861313e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	17	1	1	5.2159890459e+02	5.5223769380e+02	5.5989045923e+00	-3.7623062001e+00	5.5989045923e+00	1.5525354445e-01	2.9813002795e-02	1.5525354445e-01	2.3147723945e+01	7.5389117665e+01	7.5389117665e+01	1.2593869865e-01	9.3736361340e-01	1.2593869865e-01	1.2544054165e-01	1.3794293393e+00	1.0529461037e+00	0	3.9701855376e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	18	1	1	5.2075948571e+02	5.5139827492e+02	4.7594857099e+00	-4.6017250825e+00	4.7594857099e+00	1.7305426300e-01	1.5379770100e-01	1.7305426300e-01	1.1445072396e+01	5.4017320524e+01	5.4017320524e+01	3.7293721735e-01	8.2142679393e-01	3.7293721735e-01	1.9256561995e-02	6.8203978456e-01	7.5445009759e-01	1	1.3407082392e+00	1	1
16	516_556	5.1600000000e+02	5.5600000000e+02	19	1	1	5.2075948571e+02	5.5139827492e+02	4.7594857099e+00	-4.6017250825e+00	4.7594857099e+00	1.7819872499e-01	1.1730316281e-01	1.7819872499e-01	1.1376781079e+01	5.6588142620e+01	5.6588142620e+01	3.2407125831e-01	8.5721334815e-01	3.2407125831e-01	6.0895562172e-02	6.7797013842e-01	7.9035630254e-01	1	1.5428705483e+00	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	0	0	1	5.0439081750e+02	5.6902607145e+02	-1.6091824969e+00	3.0260714479e+00	3.0260714479e+00	2.9805323482e-01	2.4921539426e-01	2.9805323482e-01	1.5094983920e+01	2.3238843648e+01	2.3238843648e+01	5.7780441642e-01	7.3168179393e-01	5.7780441642e-01	4.8837840557e-02	4.7457264059e-01	1.0738074943e+00	0	1.5012210269e+00	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	1	0	1	5.0439081750e+02	5.6860636201e+02	-1.6091824969e+00	2.6063620067e+00	2.6063620067e+00	5.0329244137e-01	4.9536827207e-01	5.0329244137e-01	1.3210535185e+01	1.7834739115e+01	1.7834739115e+01	4.2345160246e-01	4.8671087623e-01	4.2345160246e-01	7.9241693020e-03	4.1532727691e-01	8.2409765348e-01	0	2.5164622068e+00	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	2	0	1	5.0439081750e+02	5.6902607145e+02	-1.6091824969e+00	3.0260714479e+00	3.0260714479e+00	2.3888717592e-01	2.0412334800e-01	2.3888717592e-01	1.5886854034e+01	2.5093399238e+01	2.5093399238e+01	6.1507232487e-01	7.7562734485e-01	6.1507232487e-01	3.4763827920e-02	4.9946832073e-01	1.1595017621e+00	0	1.4300905122e+00	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	3	0	1	5.0439081750e+02	5.6860636201e+02	-1.6091824969e+00	2.6063620067e+00	2.6063620067e+00	5.0219535828e-01	4.9460461736e-01	5.0219535828e-01	1.3205052539e+01	1.7849384156e+01	1.7849384156e+01	4.2435449362e-01	4.8747053742e-01	4.2435449362e-01	7.5907409191e-03	4.1515490748e-01	8.2477436335e-01	0	2.5109767914e+00	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	4	0	1	5.0439081750e+02	5.6902607145e+02	-1.6091824969e+00	3.0260714479e+00	3.0260714479e+00	3.7785628438e-01	3.4870737791e-01	3.7785628438e-01	1.4078953682e+01	2.0411560378e+01	2.0411560378e+01	5.2044203877e-01	6.3218957186e-01	5.2044203877e-01	2.9148906469e-02	4.4262956895e-01	9.4316596969e-01	0	1.8892814219e+00	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	5	0	1	5.0439081750e+02	5.6902607145e+02	-1.6091824969e+00	3.0260714479e+00	3.0260714479e+00	2.6684916019e-01	2.2418758273e-01	2.6684916019e-01	1.5507073787e+01	2.4312049094e+01	2.4312049094e+01	5.9886020422e-01	7.5621870160e-01	5.9886020422e-01	4.2661577463e-02	4.8752837328e-01	1.1233975715e+00	0	1.4642046478e+00	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	6	0	1	5.0564994583e+02	5.6902607145e+02	-3.5005417333e-01	3.0260714479e+00	3.0260714479e+00	7.6749898493e-02	1.4531742036e-01	1.4531742036e-01	2.6906740993e+01	3.3304282661e+01	3.3304282661e+01	8.9732452482e-01	5.0347258151e-01	5.0347258151e-01	6.8567521870e-02	8.4592359890e-01	1.5389056726e+00	0	1.5397304930e+00	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	7	0	1	5.0481052694e+02	5.6902607145e+02	-1.1894730557e+00	3.0260714479e+00	3.0260714479e+00	1.2972560525e-01	1.2834124267e-01	1.2972560525e-01	1.7207154510e+01	3.1361870212e+01	3.1361870212e+01	6.3103696704e-01	8.4946985543e-01	6.3103696704e-01	1.3843625784e-03	5.4097737342e-01	1.4491517641e+00	1	1.3114932188e+00	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	8	0	1	5.0439081750e+02	5.6902607145e+02	-1.6091824969e+00	3.0260714479e+00	3.0260714479e+00	4.1644719243e-01	4.0854910016e-01	4.1644719243e-01	1.3403965388e+01	1.9515002175e+01	1.9515002175e+01	4.9303093553e-01	5.7318058610e-01	4.9303093553e-01	7.8980922699e-03	4.2140854754e-01	9.0173830952e-01	0	2.0822359622e+00	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	9	0	1	5.0439081750e+02	5.6902607145e+02	-1.6091824969e+00	3.0260714479e+00	3.0260714479e+00	3.8470789790e-01	3.5845646262e-01	3.8470789790e-01	1.3951437169e+01	2.0229935660e+01	2.0229935660e+01	5.1556655765e-01	6.2257674336e-01	5.1556655765e-01	2.6251435280e-02	4.3862056513e-01	9.3477355630e-01	0	1.9235394895e+00	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	10	1	1	5.0481052694e+02	5.6902607145e+02	-1.1894730557e+00	3.0260714479e+00	3.0260714479e+00	8.3962149918e-02	1.0934250057e-01	1.0934250057e-01	2.7624485660e+01	2.9089747776e+01	2.9089747776e+01	8.9002674073e-01	6.0462774336e-01	6.0462774336e-01	2.5380350649e-02	8.6848884203e-01	1.3441628009e+00	1	9.8332228840e-01	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	11	1	1	5.0439081750e+02	5.6902607145e+02	-1.6091824969e+00	3.0260714479e+00	3.0260714479e+00	3.4771236777e-01	3.0197626352e-01	3.4771236777e-01	1.4568036626e+01	2.1399818606e+01	2.1399818606e+01	5.4112735391e-01	6.7888498306e-01	5.4112735391e-01	4.5736104250e-02	4.5800589433e-01	9.8883085336e-01	0	1.7385618389e+00	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	12	1	1	5.0564994583e+02	5.6986549033e+02	-3.5005417333e-01	3.8654903303e+00	3.8654903303e+00	5.2211832255e-02	3.3673997968e-02	5.2211832255e-02	2.1611013947e+01	4.1232437160e+01	4.1232437160e+01	6.1406635121e-01	9.3992996588e-01	6.1406635121e-01	1.8537834287e-02	6.7943073071e-01	1.9052454029e+00	0	2.5864154369e+00	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	13	1	1	5.0439081750e+02	5.6902607145e+02	-1.6091824969e+00	3.0260714479e+00	3.0260714479e+00	3.4177726507e-01	2.9380002618e-01	3.4177726507e-01	1.4601994069e+01	2.1568275540e+01	2.1568275540e+01	5.4530918598e-01	6.8715575337e-01	5.4530918598e-01	4.7977238894e-02	4.5907348561e-01	9.9661481720e-01	0	1.7088863254e+00	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	14	1	1	5.0481052694e+02	5.6902607145e+02	-1.1894730557e+00	3.0260714479e+00	3.0260714479e+00	1.4066565037e-01	1.1361093819e-01	1.4066565037e-01	1.7675836150e+01	2.9242858900e+01	2.9242858900e+01	6.5679520369e-01	8.6571358144e-01	6.5679520369e-01	2.7054712176e-02	5.5571230027e-01	1.3512376742e+00	1	1.2693934278e+00	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	15	1	1	5.0481052694e+02	5.6902607145e+02	-1.1894730557e+00	3.0260714479e+00	3.0260714479e+00	7.4962295592e-02	9.4298541546e-02	9.4298541546e-02	2.7996978790e+01	2.9018478268e+01	2.9018478268e+01	8.9943673462e-01	6.1122596264e-01	6.1122596264e-01	1.9336245954e-02	8.8019968909e-01	1.3408696194e+00	1	9.7391319822e-01	1	1
17	506_566	5.0600000000e+02	5.6600000000e+02	16	1	1	5.0606965527e+02	5.7196403754e+02	6.9655267867e-02	5.9640375363e+00	5.9640375363e+00	4.8120889813e-02	8.3596512675e-02	8.3596512675e-02	3.3612545419e+01	3.8170830312e+01	3.8170830312e+01	9.1480543837e-01	5.4014338553e-01	5.4014338553e-01	3.5475622863e-02	1.0567480245e+00	1.7637763855e+00	0	2.1822182443e+00	0	0
17	506_566	5.0600000000e+02	5.6600000000e+02	17	1	1	5.0564994583e+02	5.7070490921e+02	-3.5005417333e-01	4.7049092127e+00	4.7049092127e+00	4.7725521028e-02	4.1009500623e-02	4.7725521028e-02	2.2613669613e+01	4.4194932388e+01	4.4194932388e+01	5.9619519860e-01	9.3078534305e-01	5.9619519860e-01	6.7160204053e-03	7.1095331791e-01	2.0421347261e+00	0	2.9775277888e+00	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	18	1	1	5.0439081750e+02	5.6902607145e+02	-1.6091824969e+00	3.0260714479e+00	3.0260714479e+00	2.0817999542e-01	1.6263757646e-01	2.0817999542e-01	1.6599900044e+01	2.6488741575e+01	2.6488741575e+01	6.3128824532e-01	8.1804813445e-01	6.3128824532e-01	4.5542418957e-02	5.2188584230e-01	1.2239769606e+00	1	1.3660404506e+00	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	19	1	1	5.0481052694e+02	5.6902607145e+02	-1.1894730557e+00	3.0260714479e+00	3.0260714479e+00	1.5886551142e-01	1.2661498785e-01	1.5886551142e-01	1.7340328622e+01	2.8225325266e+01	2.8225325266e+01	6.5257483721e-01	8.5326308012e-01	6.5257483721e-01	3.2250523567e-02	5.4516424706e-01	1.3042200489e+00	1	1.2995307227e+00	1	0
18	496_576	4.9600000000e+02	5.7600000000e+02	0	0	1	4.8928127762e+02	5.6734723368e+02	-6.7187223801e+00	-8.6527663169e+00	8.6527663169e+00	4.0585044026e-01	3.7884831429e-01	4.0585044026e-01	1.5356074407e+01	1.9374719075e+01	1.9374719075e+01	5.2626690269e-01	5.9482967854e-01	5.2626690269e-01	2.7002125978e-02	5.0340464532e-01	7.9269695319e-01	0	2.0292522013e+00	0	0
18	496_576	4.9600000000e+02	5.7600000000e+02	1	0	1	4.1247444988e+02	5.6860636201e+02	-8.3525550120e+01	-7.3936379933e+00	8.3525550120e+01	6.4968276024e-01	5.5067056417e-01	6.4968276024e-01	4.5941435666e+01	1.6976750659e+01	4.5941435666e+01	2.9734468460e-01	4.3072199821e-01	2.9734468460e-01	9.9012196064e-02	1.5060575713e+00	6.9458651095e-01	0	3.2484138012e+00	0	0
18	496_576	4.9600000000e+02	5.7600000000e+02	2	0	1	4.8928127762e+02	5.6734723368e+02	-6.7187223801e+00	-8.6527663169e+00	8.6527663169e+00	3.8033866882e-01	3.6414790154e-01	3.8033866882e-01	1.5394393552e+01	1.9566687272e+01	1.9566687272e+01	5.5082958937e-01	6.0934424400e-01	5.5082958937e-01	1.6190767288e-02	5.0466082805e-01	8.0055113702e-01	0	1.9016933441e+00	0	0
18	496_576	4.9600000000e+02	5.7600000000e+02	3	0	1	4.1247444988e+02	5.6860636201e+02	-8.3525550120e+01	-7.3936379933e+00	8.3525550120e+01	6.4837610722e-01	5.4728424549e-01	6.4837610722e-01	4.5851999296e+01	1.6987027927e+01	4.5851999296e+01	2.9788559675e-01	4.3429261446e-01	2.9788559675e-01	1.0109186172e-01	1.5031256577e+00	6.9500699492e-01	0	3.2418805361e+00	0	0
18	496_576	4.9600000000e+02	5.7600000000e+02	4	0	1	4.8928127762e+02	5.6902607145e+02	-6.7187223801e+00	-6.9739285521e+00	6.9739285521e+00	5.5966943502e-01	4.8046553135e-01	5.5966943502e-01	1.5878200540e+01	1.7976401763e+01	1.7976401763e+01	3.8337969780e-01	4.9662518501e-01	3.8337969780e-01	7.9203903675e-02	5.2052104586e-01	7.3548622057e-01	0	2.7983471751e+00	1	0
18	496_576	4.9600000000e+02	5.7600000000e+02	5	0	1	4.8928127762e+02	5.6734723368e+02	-6.7187223801e+00	-8.6527663169e+00	8.6527663169e+00	3.8465133309e-01	3.5071077943e-01	3.8465133309e-01	1.5502690899e+01	1.9649946252e+01	1.9649946252e+01	5.4403856397e-01	6.2304636836e-01	5.4403856397e-01	3.3940553665e-02	5.0821104448e-01	8.0395759361e-01	0	1.9232566655e+00	0	0
18	496_576	4.9600000000e+02	5.7600000000e+02	6	0	1	4.8886156818e+02	5.6902607145e+02	-7.1384318213e+00	-6.9739285521e+00	7.1384318213e+00	2.7220112085e-01	2.2138881683e-01	2.7220112085e-01	1.6976267419e+01	2.2647735866e+01	2.2647735866e+01	6.3975000381e-01	7.5169295073e-01	6.3975000381e-01	5.0812304020e-02	5.5651800401e-01	9.2660911100e-01	1	1.3610056043e+00	0	0
18	496_576	4.9600000000e+02	5.7600000000e+02	7	0	1	4.8844185874e+02	5.6734723368e+02	-7.5581412625e+00	-8.6527663169e+00	8.6527663169e+00	3.2838866115e-01	3.0844756961e-01	3.2838866115e-01	1.5811811036e+01	2.0440159376e+01	2.0440159376e+01	5.9574744105e-01	6.6492608190e-01	5.9574744105e-01	1.9941091537e-02	5.1834465733e-01	8.3628836103e-01	1	1.6419433057e+00	0	0
18	496_576	4.9600000000e+02	5.7600000000e+02	8	0	1	4.8928127762e+02	5.6902607145e+02	-6.7187223801e+00	-6.9739285521e+00	6.9739285521e+00	5.6562256813e-01	5.1649665833e-01	5.6562256813e-01	1.5212106697e+01	1.7516903208e+01	1.7516903208e+01	3.8417798281e-01	4.6208745241e-01	3.8417798281e-01	4.9125909805e-02	4.9868507884e-01	7.1668630389e-01	0	2.8281128407e+00	1	0
18	496_576	4.9600000000e+02	5.7600000000e+02	9	0	1	4.1121532156e+02	5.6860636201e+02	-8.4784678443e+01	-7.3936379933e+00	8.4784678443e+01	6.4868211746e-01	4.6723604202e-01	6.4868211746e-01	4.4174320521e+01	1.8252660333e+01	4.4174320521e+01	2.8332424164e-01	5.1216953993e-01	2.8332424164e-01	1.8144607544e-01	1.4481277939e+00	7.4678905938e-01	0	3.2434105873e+00	0	0
18	496_576	4.9600000000e+02	5.7600000000e+02	10	1	1	4.9012069650e+02	5.7070490921e+02	-5.8793034977e+00	-5.2950907873e+00	5.8793034977e+00	4.5474790037e-02	5.8147676289e-02	5.8147676289e-02	2.9210471867e+01	3.3316262384e+01	3.3316262384e+01	9.1446933895e-01	7.1413635463e-01	7.1413635463e-01	1.2672886252e-02	9.5758113954e-01	1.3631010381e+00	1	1.0374315374e+00	1	0
18	496_576	4.9600000000e+02	5.7600000000e+02	11	1	1	4.8928127762e+02	5.6776694312e+02	-6.7187223801e+00	-8.2330568757e+00	8.2330568757e+00	4.0353313088e-01	4.0373641253e-01	4.0373641253e-01	1.6326543276e+01	1.8154414306e+01	1.8154414306e+01	5.6981566548e-01	5.3153014183e-01	5.3153014183e-01	2.0328164101e-04	5.3521867040e-01	7.4276942296e-01	0	2.0186820626e+00	0	0
