wavelength_nm	final_network_transmittance	nearest_simulation_transmittance
3.9946345720e+02	7.5302320719e-01	7.5025436098e-01
3.9988316664e+02	7.4749428034e-01	7.4497985899e-01
4.0030287609e+02	7.4207556248e-01	7.3984445718e-01
4.0072258553e+02	7.3669892550e-01	7.3484758321e-01
4.0114229497e+02	7.3196405172e-01	7.2999061329e-01
4.0156200441e+02	7.2701072693e-01	7.2527462117e-01
4.0198171385e+02	7.2205990553e-01	7.2070040335e-01
4.0240142329e+02	7.1729725599e-01	7.1626850313e-01
4.0282113273e+02	7.1276217699e-01	7.1197923322e-01
4.0324084217e+02	7.0830535889e-01	7.0783269717e-01
4.0366055162e+02	7.0413273573e-01	7.0383343045e-01
4.0408026106e+02	6.9978415966e-01	6.9997768203e-01
4.0449997050e+02	6.9615298510e-01	6.9626407673e-01
4.0491967994e+02	6.9234246016e-01	6.9269205073e-01
4.0533938938e+02	6.8937855959e-01	6.8926091987e-01
4.0575909882e+02	6.8618035316e-01	6.8596989344e-01
4.0617880826e+02	6.8322271109e-01	6.8281819233e-01
4.0659851770e+02	6.8044865131e-01	6.7981127745e-01
4.0701822714e+02	6.7787343264e-01	6.7694168097e-01
4.0743793659e+02	6.7559480667e-01	6.7420829025e-01
4.0785764603e+02	6.7343807220e-01	6.7160994153e-01
4.0827735547e+02	6.7148119211e-01	6.6914542755e-01
4.0869706491e+02	6.6966295242e-01	6.6681471292e-01
4.0911677435e+02	6.6801089048e-01	6.6462146327e-01
4.0953648379e+02	6.6649681330e-01	6.6255828973e-01
4.0995619323e+02	6.6509830952e-01	6.6062386786e-01
4.1037590267e+02	6.6375273466e-01	6.5881685994e-01
4.1079561212e+02	6.6247278452e-01	6.5713591873e-01
4.1121532156e+02	6.6132724285e-01	6.5558713077e-01
4.1163503100e+02	6.6020375490e-01	6.5416215142e-01
4.1205474044e+02	6.5911155939e-01	6.5285919212e-01
4.1247444988e+02	6.5801048279e-01	6.5167689165e-01
4.1289415932e+02	6.5697646141e-01	6.5061540409e-01
4.1331386876e+02	6.5597248077e-01	6.4967862539e-01
4.1373357820e+02	6.5507650375e-01	6.4885845080e-01
4.1415328765e+02	6.5423941612e-01	6.4815353512e-01
4.1457299709e+02	6.5349406004e-01	6.4756254049e-01
4.1499270653e+02	6.5289336443e-01	6.4709074821e-01
4.1541241597e+02	6.5236741304e-01	6.4673219220e-01
4.1583212541e+02	6.5158832073e-01	6.4648356787e-01
4.1625183485e+02	6.5114283562e-01	6.4634356115e-01
4.1667154429e+02	6.5133440495e-01	6.4631648300e-01
4.1709125373e+02	6.5176308155e-01	6.4639861771e-01
4.1751096317e+02	6.5203088522e-01	6.4658542190e-01
4.1793067262e+02	6.5230184793e-01	6.4687559572e-01
4.1835038206e+02	6.5268051624e-01	6.4727443942e-01
4.1877009150e+02	6.5312021971e-01	6.4777645879e-01
4.1918980094e+02	6.5367412567e-01	6.4837789332e-01
4.1960951038e+02	6.5426248312e-01	6.4907759045e-01
4.2002921982e+02	6.5496826172e-01	6.4988311237e-01
4.2044892926e+02	6.5576636791e-01	6.5078403977e-01
4.2086863870e+02	6.5660053492e-01	6.5177904814e-01
4.2128834815e+02	6.5763646364e-01	6.5287115228e-01
4.2170805759e+02	6.5872269869e-01	6.5405950717e-01
4.2212776703e+02	6.5993040800e-01	6.5533779548e-01
4.2254747647e+02	6.6120070219e-01	6.5670524502e-01
4.2296718591e+02	6.6256421804e-01	6.5816851166e-01
4.2338689535e+02	6.6398298740e-01	6.5971739741e-01
4.2380660479e+02	6.6543489695e-01	6.6135047945e-01
4.2422631423e+02	6.6696596146e-01	6.6307354186e-01
4.2464602368e+02	6.6869217157e-01	6.6487968616e-01
4.2506573312e+02	6.7032778263e-01	6.6676543066e-01
4.2548544256e+02	6.7203712463e-01	6.6873488452e-01
4.2590515200e+02	6.7384880781e-01	6.7078414182e-01
4.2632486144e+02	6.7570942640e-01	6.7290813267e-01
4.2674457088e+02	6.7764794827e-01	6.7511017069e-01
4.2716428032e+02	6.7966961861e-01	6.7738745316e-01
4.2758398976e+02	6.8185359240e-01	6.7973429650e-01
4.2800369920e+02	6.8408828974e-01	6.8215396587e-01
4.2842340865e+02	6.8640547991e-01	6.8464312908e-01
4.2884311809e+02	6.8887817860e-01	6.8719634860e-01
4.2926282753e+02	6.9047594070e-01	6.8981742587e-01
4.2968253697e+02	6.9514822960e-01	6.9250118338e-01
4.3010224641e+02	6.9615876675e-01	6.9524314667e-01
4.3052195585e+02	6.9949758053e-01	6.9804804052e-01
4.3094166529e+02	7.0242667198e-01	7.0090791466e-01
4.3136137473e+02	7.0531326532e-01	7.0382063890e-01
4.3178108418e+02	7.0833706856e-01	7.0678948652e-01
4.3220079362e+02	7.1167784929e-01	7.0980580000e-01
4.3262050306e+02	7.1477180719e-01	7.1287038419e-01
4.3304021250e+02	7.1793216467e-01	7.1598160631e-01
4.3345992194e+02	7.2117102146e-01	7.1913352008e-01
4.3387963138e+02	7.2446811199e-01	7.2232856812e-01
4.3429934082e+02	7.2781258821e-01	7.2556052969e-01
4.3471905026e+02	7.3122012615e-01	7.2882729457e-01
4.3513875971e+02	7.3473048210e-01	7.3212887416e-01
4.3555846915e+02	7.3823219538e-01	7.3545894717e-01
4.3597817859e+02	7.4171537161e-01	7.3881813672e-01
4.3639788803e+02	7.4521422386e-01	7.4220180491e-01
4.3681759747e+02	7.4872082472e-01	7.4560729190e-01
4.3723730691e+02	7.5226742029e-01	7.4903341387e-01
4.3765701635e+02	7.5577574968e-01	7.5247522042e-01
4.3807672579e+02	7.5928562880e-01	7.5593200095e-01
4.3849643523e+02	7.6288610697e-01	7.5939946218e-01
4.3891614468e+02	7.6651918888e-01	7.6287540674e-01
4.3933585412e+02	7.7010118961e-01	7.6635697640e-01
4.3975556356e+02	7.7364444733e-01	7.6984119542e-01
4.4017527300e+02	7.7717196941e-01	7.7332526225e-01
4.4059498244e+02	7.8069889545e-01	7.7680655158e-01
4.4101469188e+02	7.8421837091e-01	7.8028173460e-01
4.4143440132e+02	7.8776538372e-01	7.8374854090e-01
4.4185411076e+02	7.9128628969e-01	7.8720386044e-01
4.4227382021e+02	7.9478687048e-01	7.9064474901e-01
4.4269352965e+02	7.9828667641e-01	7.9406930360e-01
4.4311323909e+02	8.0176299810e-01	7.9747303304e-01
4.4353294853e+02	8.0516374111e-01	8.0085607433e-01
4.4395265797e+02	8.0949413776e-01	8.0421167613e-01
4.4437236741e+02	8.1316542625e-01	8.0754200334e-01
4.4479207685e+02	8.1603342295e-01	8.1083954010e-01
4.4521178629e+02	8.1928080320e-01	8.1410646618e-01
4.4563149574e+02	8.2268065214e-01	8.1733621769e-01
4.4605120518e+02	8.2644033432e-01	8.2052980768e-01
4.4647091462e+02	8.2942074537e-01	8.2368218054e-01
4.4689062406e+02	8.3283865452e-01	8.2679303375e-01
4.4731033350e+02	8.3622759581e-01	8.2985892139e-01
4.4773004294e+02	8.3940571547e-01	8.3287823767e-01
4.4814975238e+02	8.4200972319e-01	8.3584908608e-01
4.4856946182e+02	8.4516865015e-01	8.3876872544e-01
4.4898917126e+02	8.4815090895e-01	8.4163659384e-01
4.4940888071e+02	8.5108649731e-01	8.4444912821e-01
4.4982859015e+02	8.5402721167e-01	8.4720674299e-01
4.5024829959e+02	8.5688650608e-01	8.4990549869e-01
4.5066800903e+02	8.5951834917e-01	8.5254629944e-01
4.5108771847e+02	8.6202037334e-01	8.5512539040e-01
4.5150742791e+02	8.6444687843e-01	8.5764356716e-01
4.5192713735e+02	8.6679911613e-01	8.6009791694e-01
4.5234684679e+02	8.6915487051e-01	8.6248843782e-01
4.5276655624e+02	8.7117111683e-01	8.6481379101e-01
4.5318626568e+02	8.7282711267e-01	8.6707241942e-01
4.5360597512e+02	8.7494128942e-01	8.6926534159e-01
4.5402568456e+02	8.7703770399e-01	8.7138864289e-01
4.5444539400e+02	8.7882113457e-01	8.7344651002e-01
4.5486510344e+02	8.8041579723e-01	8.7543184713e-01
4.5528481288e+02	8.8185465336e-01	8.7735282379e-01
4.5570452232e+02	8.8317686319e-01	8.7919834202e-01
4.5612423177e+02	8.8461011648e-01	8.8098103587e-01
4.5654394121e+02	8.8598698378e-01	8.8268595079e-01
4.5696365065e+02	8.8735377789e-01	8.8432742869e-01
4.5738336009e+02	8.8864511251e-01	8.8589393263e-01
4.5780306953e+02	8.8978677988e-01	8.8739412692e-01
4.5822277897e+02	8.9168387651e-01	8.8882288760e-01
4.5864248841e+02	8.9225047827e-01	8.9018238252e-01
4.5906219785e+02	8.9325076342e-01	8.9147464479e-01
4.5948190729e+02	8.9520335197e-01	8.9269461783e-01
4.5990161674e+02	8.9640969038e-01	8.9385213653e-01
4.6032132618e+02	8.9763903618e-01	8.9493429199e-01
4.6074103562e+02	8.9876896143e-01	8.9595536960e-01
4.6116074506e+02	8.9982831478e-01	8.9690575604e-01
4.6158045450e+02	9.0076196194e-01	8.9779223550e-01
4.6200016394e+02	9.0156829357e-01	8.9861409932e-01
4.6241987338e+02	9.0229582787e-01	8.9936865824e-01
4.6283958282e+02	9.0294903517e-01	9.0006493994e-01
4.6325929227e+02	9.0348142385e-01	9.0069055559e-01
4.6367900171e+02	9.0396511555e-01	9.0125919009e-01
4.6409871115e+02	9.0437096357e-01	9.0176416751e-01
4.6451842059e+02	9.0472233295e-01	9.0220828948e-01
4.6493813003e+02	9.0500867367e-01	9.0259588477e-01
4.6535783947e+02	9.0517401695e-01	9.0291865260e-01
4.6577754891e+02	9.0532523394e-01	9.0318783710e-01
4.6619725835e+02	9.0539622307e-01	9.0339657567e-01
4.6661696780e+02	9.0533709526e-01	9.0354880531e-01
4.6703667724e+02	9.0518105030e-01	9.0364806295e-01
4.6745638668e+02	9.0496838093e-01	9.0368613867e-01
4.6787609612e+02	9.0472632647e-01	9.0367359927e-01
4.6829580556e+02	9.0433031321e-01	9.0360505532e-01
4.6871551500e+02	9.0393900871e-01	9.0348179655e-01
4.6913522444e+02	9.0349686146e-01	9.0330920468e-01
4.6955493388e+02	9.0297245979e-01	9.0307787369e-01
4.6997464332e+02	9.0242141485e-01	9.0279698195e-01
4.7039435277e+02	9.0188932419e-01	9.0246481190e-01
4.7081406221e+02	9.0121537447e-01	9.0207653591e-01
4.7123377165e+02	9.0058857203e-01	9.0163981581e-01
4.7165348109e+02	8.9986491203e-01	9.0114889423e-01
4.7207319053e+02	8.9919924736e-01	9.0060467796e-01
4.7249289997e+02	8.9834678173e-01	9.0001148526e-01
4.7291260941e+02	8.9745080471e-01	8.9936068694e-01
4.7333231885e+02	8.9641994238e-01	8.9865784482e-01
4.7375202830e+02	8.9551234245e-01	8.9790447444e-01
4.7417173774e+02	8.9502459764e-01	8.9708927384e-01
4.7459144718e+02	8.9413601160e-01	8.9622159321e-01
4.7501115662e+02	8.9324808121e-01	8.9529921493e-01
4.7543086606e+02	8.9209789038e-01	8.9431235726e-01
4.7585057550e+02	8.9094680548e-01	8.9326932456e-01
4.7627028494e+02	8.8978177309e-01	8.9216622149e-01
4.7668999438e+02	8.8853418827e-01	8.9099386078e-01
4.7710970383e+02	8.8719850779e-01	8.8975973832e-01
4.7752941327e+02	8.8577902317e-01	8.8845888131e-01
4.7794912271e+02	8.8426196575e-01	8.8708106429e-01
4.7836883215e+02	8.8269311190e-01	8.8563376293e-01
4.7878854159e+02	8.8093763590e-01	8.8411159877e-01
4.7920825103e+02	8.7910741568e-01	8.8250110254e-01
4.7962796047e+02	8.7718260288e-01	8.8081077807e-01
4.8004766991e+02	8.7516558170e-01	8.7903591869e-01
4.8046737935e+02	8.7305486202e-01	8.7715661069e-01
4.8088708880e+02	8.7083208561e-01	8.7518389212e-01
4.8130679824e+02	8.6859118938e-01	8.7311291143e-01
4.8172650768e+02	8.6634069681e-01	8.7092024547e-01
4.8214621712e+02	8.6388504505e-01	8.6861397837e-01
4.8256592656e+02	8.6133307219e-01	8.6619042397e-01
4.8298563600e+02	8.5864222050e-01	8.6362774756e-01
4.8340534544e+02	8.5579818487e-01	8.6092210826e-01
4.8382505488e+02	8.5287046432e-01	8.5807474505e-01
4.8424476433e+02	8.4987688065e-01	8.5506915099e-01
4.8466447377e+02	8.4669649601e-01	8.5187996534e-01
4.8508418321e+02	8.4342145920e-01	8.4851780653e-01
4.8550389265e+02	8.4000873566e-01	8.4497160692e-01
4.8592360209e+02	8.3644396067e-01	8.4119780499e-01
4.8634331153e+02	8.3271402121e-01	8.3720509987e-01
4.8676302097e+02	8.2883375883e-01	8.3298549368e-01
4.8718273041e+02	8.2475876808e-01	8.2850961218e-01
4.8760243986e+02	8.2052487135e-01	8.2373970467e-01
4.8802214930e+02	8.1597667933e-01	8.1868857122e-01
4.8844185874e+02	8.1133306026e-01	8.1333705442e-01
4.8886156818e+02	8.0621707439e-01	8.0762361366e-01
4.8928127762e+02	8.0105578899e-01	8.0154224815e-01
4.8970098706e+02	7.9489791393e-01	7.9508737759e-01
4.9012069650e+02	7.8903824091e-01	7.8823347589e-01
4.9054040594e+02	7.8262114525e-01	7.8087945242e-01
4.9096011538e+02	7.7570033073e-01	7.7305767169e-01
4.9137982483e+02	7.6833754778e-01	7.6474138583e-01
4.9179953427e+02	7.6048541069e-01	7.5588950776e-01
4.9221924371e+02	7.5218284130e-01	7.4638418190e-01
4.9263895315e+02	7.4343919754e-01	7.3627230652e-01
4.9305866259e+02	7.3377603292e-01	7.2551716380e-01
4.9347837203e+02	7.2356390953e-01	7.1406866751e-01
4.9389808147e+02	7.1264958382e-01	7.0178999119e-01
4.9431779091e+02	7.0105367899e-01	6.8874681161e-01
4.9473750036e+02	6.8878263235e-01	6.7490451379e-01
4.9515720980e+02	6.7585933208e-01	6.6023145654e-01
4.9557691924e+02	6.6193789244e-01	6.4456134716e-01
4.9599662868e+02	6.4731651545e-01	6.2800692713e-01
4.9641633812e+02	6.3159620762e-01	6.1056178095e-01
4.9683604756e+02	6.1503022909e-01	5.9222918562e-01
4.9725575700e+02	5.9789526463e-01	5.7293591223e-01
4.9767546644e+02	5.8003413677e-01	5.5278646485e-01
4.9809517589e+02	5.6038480997e-01	5.3188995095e-01
4.9851488533e+02	5.4066216946e-01	5.1034336375e-01
4.9893459477e+02	5.2022260427e-01	4.8826288823e-01
4.9935430421e+02	4.9884396791e-01	4.6582228682e-01
4.9977401365e+02	4.7691300511e-01	4.4329502401e-01
5.0019372309e+02	4.5512166619e-01	4.2093904707e-01
5.0061343253e+02	4.3361902237e-01	3.9905158787e-01
5.0103314197e+02	4.1236433387e-01	3.7807142988e-01
5.0145285141e+02	3.9197391272e-01	3.5840115483e-01
5.0187256086e+02	3.7273722887e-01	3.4037262944e-01
5.0229227030e+02	3.5514891148e-01	3.2436717513e-01
5.0271197974e+02	3.3936929703e-01	3.1074818682e-01
5.0313168918e+02	3.2598528266e-01	3.0016080116e-01
5.0355139862e+02	3.1490609050e-01	2.9271062729e-01
5.0397110806e+02	3.1045985222e-01	2.8846913675e-01
5.0439081750e+02	3.0589494109e-01	2.8752205202e-01
5.0481052694e+02	3.0672484636e-01	2.8986218181e-01
5.0523023639e+02	3.0925697088e-01	2.9565030821e-01
5.0564994583e+02	3.1165969372e-01	3.0453898498e-01
5.0606965527e+02	3.1733310223e-01	3.1608920223e-01
5.0648936471e+02	3.2845190167e-01	3.2997225256e-01
5.0690907415e+02	3.4187793732e-01	3.4582745881e-01
5.0732878359e+02	3.5758742690e-01	3.6331787420e-01
5.0774849303e+02	3.7504866719e-01	3.8210772912e-01
5.0816820247e+02	3.9367863536e-01	4.0170187628e-01
5.0858791192e+02	4.1322824359e-01	4.2179334786e-01
5.0900762136e+02	4.3336972594e-01	4.4211461441e-01
5.0942733080e+02	4.5366534591e-01	4.6243958461e-01
5.0984704024e+02	4.7328034043e-01	4.8256103405e-01
5.1026674968e+02	4.9330314994e-01	5.0231035897e-01
5.1068645912e+02	5.1330846548e-01	5.2159191529e-01
5.1110616856e+02	5.3197669983e-01	5.4032162040e-01
5.1152587800e+02	5.5015397072e-01	5.5843616024e-01
5.1194558744e+02	5.6760239601e-01	5.7588956908e-01
5.1236529689e+02	5.8431446552e-01	5.9261981326e-01
5.1278500633e+02	6.0021662712e-01	6.0858379944e-01
5.1320471577e+02	6.1519932747e-01	6.2382935375e-01
5.1362442521e+02	6.2944281101e-01	6.3835941415e-01
5.1404413465e+02	6.4296388626e-01	6.5218390571e-01
5.1446384409e+02	6.5584963560e-01	6.6531838599e-01
5.1488355353e+02	6.6814100742e-01	6.7778280936e-01
5.1530326297e+02	6.7984944582e-01	6.8954963339e-01
5.1572297242e+02	6.9091069698e-01	7.0068182659e-01
5.1614268186e+02	7.0146203041e-01	7.1122603225e-01
5.1656239130e+02	7.1136218309e-01	7.2121018652e-01
5.1698210074e+02	7.2045743465e-01	7.3066237392e-01
5.1740181018e+02	7.3083037138e-01	7.3961043083e-01
5.1782151962e+02	7.4091887474e-01	7.4808164053e-01
5.1824122906e+02	7.4906969070e-01	7.5608139980e-01
5.1866093850e+02	7.5671964884e-01	7.6363724489e-01
5.1908064795e+02	7.6396113634e-01	7.7079748787e-01
5.1950035739e+02	7.6995539665e-01	7.7758515697e-01
5.1992006683e+02	7.7716839314e-01	7.8402212012e-01
5.2033977627e+02	7.8497523069e-01	7.9012908015e-01
5.2075948571e+02	7.9070037603e-01	7.9592558835e-01
5.2117919515e+02	7.9569661617e-01	8.0143007087e-01
5.2159890459e+02	8.0129128695e-01	8.0664996650e-01
5.2201861403e+02	8.0706340075e-01	8.1159909049e-01
5.2243832347e+02	8.1079447269e-01	8.1630775850e-01
5.2285803292e+02	8.1337594986e-01	8.2079006424e-01
5.2327774236e+02	8.1717675924e-01	8.2505921798e-01
5.2369745180e+02	8.2237184048e-01	8.2912759699e-01
5.2411716124e+02	8.2668423653e-01	8.3300679400e-01
5.2453687068e+02	8.3038359880e-01	8.3670766478e-01
5.2495658012e+02	8.3382880688e-01	8.4024037388e-01
5.2537628956e+02	8.3743095398e-01	8.4361224482e-01
5.2579599900e+02	8.4107130766e-01	8.4682498596e-01
5.2621570845e+02	8.4464925528e-01	8.4989766544e-01
5.2663541789e+02	8.4788566828e-01	8.5283797503e-01
5.2705512733e+02	8.5095047951e-01	8.5565312313e-01
5.2747483677e+02	8.5390353203e-01	8.5834986656e-01
5.2789454621e+02	8.5679215193e-01	8.6093454053e-01
5.2831425565e+02	8.5962671041e-01	8.6341308665e-01
5.2873396509e+02	8.6233776808e-01	8.6579107905e-01
5.2915367453e+02	8.6489939690e-01	8.6807374869e-01
5.2957338398e+02	8.6735165119e-01	8.7026600612e-01
5.2999309342e+02	8.6948710680e-01	8.7237172442e-01
5.3041280286e+02	8.7219214439e-01	8.7439140474e-01
5.3083251230e+02	8.7432336807e-01	8.7633425856e-01
5.3125222174e+02	8.7637245655e-01	8.7820405956e-01
5.3167193118e+02	8.7835770845e-01	8.8000435697e-01
5.3209164062e+02	8.8027304411e-01	8.8173848983e-01
5.3251135006e+02	8.8210278749e-01	8.8340960023e-01
5.3293105950e+02	8.8387793303e-01	8.8502064559e-01
5.3335076895e+02	8.8554644585e-01	8.8657441020e-01
5.3377047839e+02	8.8695150614e-01	8.8807351566e-01
5.3419018783e+02	8.8839042187e-01	8.8952043096e-01
5.3460989727e+02	8.8979905844e-01	8.9091748158e-01
5.3502960671e+02	8.9137983322e-01	8.9226685800e-01
5.3544931615e+02	8.9306724072e-01	8.9357062368e-01
5.3586902559e+02	8.9469975233e-01	8.9483072246e-01
5.3628873503e+02	8.9611059427e-01	8.9604784095e-01
5.3670844448e+02	8.9752453566e-01	8.9722413236e-01
5.3712815392e+02	8.9869445562e-01	8.9836212380e-01
5.3754786336e+02	8.9991366863e-01	8.9946332825e-01
5.3796757280e+02	9.0105825663e-01	9.0052917025e-01
5.3838728224e+02	9.0211611986e-01	9.0156099075e-01
5.3880699168e+02	9.0309923887e-01	9.0256005142e-01
5.3922670112e+02	9.0408569574e-01	9.0352753884e-01
5.3964641056e+02	9.0507209301e-01	9.0446456831e-01
5.4006612001e+02	9.0598922968e-01	9.0537218743e-01
5.4048582945e+02	9.0676760674e-01	9.0625137944e-01
5.4090553889e+02	9.0737640858e-01	9.0710306641e-01
5.4132524833e+02	9.0791070461e-01	9.0792811213e-01
5.4174495777e+02	9.0855699778e-01	9.0872732485e-01
5.4216466721e+02	9.0923404694e-01	9.0950145987e-01
5.4258437665e+02	9.0983313322e-01	9.1025122190e-01
5.4300408609e+02	9.1039443016e-01	9.1097726736e-01
5.4342379553e+02	9.1091966629e-01	9.1168020643e-01
5.4384350498e+02	9.1145908833e-01	9.1236060509e-01
5.4426321442e+02	9.1199308634e-01	9.1301898684e-01
5.4468292386e+02	9.1246128082e-01	9.1365583459e-01
5.4510263330e+02	9.1276448965e-01	9.1427159217e-01
5.4552234274e+02	9.1301727295e-01	9.1486666587e-01
5.4594205218e+02	9.1330343485e-01	9.1544142585e-01
5.4636176162e+02	9.1364562511e-01	9.1599620750e-01
5.4678147106e+02	9.1399401426e-01	9.1653131265e-01
5.4720118051e+02	9.1424030066e-01	9.1704701074e-01
5.4762088995e+02	9.1453999281e-01	9.1754353987e-01
5.4804059939e+02	9.1484189034e-01	9.1802110786e-01
5.4846030883e+02	9.1514039040e-01	9.1847989317e-01
5.4888001827e+02	9.1542553902e-01	9.1892004576e-01
5.4929972771e+02	9.1557592154e-01	9.1934168790e-01
5.4971943715e+02	9.1590458155e-01	9.1974491494e-01
5.5013914659e+02	9.1604703665e-01	9.2012979597e-01
5.5055885604e+02	9.1614407301e-01	9.2049637449e-01
5.5097856548e+02	9.1652524471e-01	9.2084466892e-01
5.5139827492e+02	9.1645962000e-01	9.2117467323e-01
5.5181798436e+02	9.1722333431e-01	9.2148635733e-01
5.5223769380e+02	9.1723364592e-01	9.2177966751e-01
5.5265740324e+02	9.1763377190e-01	9.2205452687e-01
5.5307711268e+02	9.1793745756e-01	9.2231083555e-01
5.5349682212e+02	9.1815936565e-01	9.2254847110e-01
5.5391653156e+02	9.1835528612e-01	9.2276728867e-01
5.5433624101e+02	9.1856247187e-01	9.2296712118e-01
5.5475595045e+02	9.1878890991e-01	9.2314777948e-01
5.5517565989e+02	9.1901791096e-01	9.2330905245e-01
5.5559536933e+02	9.1923284531e-01	9.2345070701e-01
5.5601507877e+02	9.1946113110e-01	9.2357248812e-01
5.5643478821e+02	9.1960686445e-01	9.2367411877e-01
5.5685449765e+02	9.1983437538e-01	9.2375529979e-01
5.5727420709e+02	9.2004692554e-01	9.2381570979e-01
5.5769391654e+02	9.2023509741e-01	9.2385500488e-01
5.5811362598e+02	9.2043924332e-01	9.2387281848e-01
5.5853333542e+02	9.2059385777e-01	9.2386876093e-01
5.5895304486e+02	9.2075735331e-01	9.2384241921e-01
5.5937275430e+02	9.2091333866e-01	9.2379335642e-01
5.5979246374e+02	9.2102152109e-01	9.2372111141e-01
5.6021217318e+02	9.2107677460e-01	9.2362519813e-01
5.6063188262e+02	9.2111790180e-01	9.2350510510e-01
5.6105159207e+02	9.2113864422e-01	9.2336029469e-01
5.6147130151e+02	9.2111450434e-01	9.2319020241e-01
5.6189101095e+02	9.2107605934e-01	9.2299423609e-01
5.6231072039e+02	9.2101222277e-01	9.2277177500e-01
5.6273042983e+02	9.2091923952e-01	9.2252216887e-01
5.6315013927e+02	9.2079263926e-01	9.2224473688e-01
5.6356984871e+02	9.2066282034e-01	9.2193876649e-01
5.6398955815e+02	9.2049056292e-01	9.2160351228e-01
5.6440926759e+02	9.2027121782e-01	9.2123819459e-01
5.6482897704e+02	9.2006218433e-01	9.2084199814e-01
5.6524868648e+02	9.1976606846e-01	9.2041407058e-01
5.6566839592e+02	9.1945344210e-01	9.1995352074e-01
5.6608810536e+02	9.1902714968e-01	9.1945941705e-01
5.6650781480e+02	9.1865205765e-01	9.1892985394e-01
5.6692752424e+02	9.1818481684e-01	9.1836337375e-01
5.6734723368e+02	9.1778641939e-01	9.1776005639e-01
5.6776694312e+02	9.1703200340e-01	9.1711876860e-01
5.6818665257e+02	9.1637796164e-01	9.1643832427e-01
5.6860636201e+02	9.1539585590e-01	9.1571748176e-01
5.6902607145e+02	9.1480249166e-01	9.1495494086e-01
5.6944578089e+02	9.1434472799e-01	9.1414933974e-01
5.6986549033e+02	9.1339141130e-01	9.1329925166e-01
5.7028519977e+02	9.1262358427e-01	9.1240318135e-01
5.7070490921e+02	9.1182273626e-01	9.1145956128e-01
5.7112461865e+02	9.1094714403e-01	9.1046674758e-01
5.7154432810e+02	9.1007232666e-01	9.0942301567e-01
5.7196403754e+02	9.0914440155e-01	9.0832655581e-01
5.7238374698e+02	9.0817904472e-01	9.0717546793e-01
5.7280345642e+02	9.0706425905e-01	9.0596775645e-01
5.7322316586e+02	9.0583997965e-01	9.0469656570e-01
5.7364287530e+02	9.0516525507e-01	9.0336316742e-01
5.7406258474e+02	9.0420156717e-01	9.0196585787e-01
